dataset,contrast,base_model,compare_model,discordance_status,group_column,group_value,n
abraom_common_benign,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.05,0.1]",37
abraom_common_benign,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.1,0.5]",6
abraom_common_benign,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,af_abraom_bin,>1e-2,165
abraom_common_benign,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,af_abraom_bin,>1e-2,1008
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,label,0,132
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,label,0,1210
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,variant_type,SNV,132
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,variant_type,SNV,1210
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0,0.001]",11
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.001,0.005]",46
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.005,0.01]",41
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.01,0.05]",28
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.05,0.1]",3
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.1,0.5]",3
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0,0.001]",74
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.001,0.005]",251
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.005,0.01]",307
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.01,0.05]",529
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.05,0.1]",42
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.1,0.5]",7
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,af_abraom_bin,>1e-2,132
abraom_common_benign,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,af_abraom_bin,>1e-2,1210
abraom_pathogenic_present,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,label,1,5
abraom_pathogenic_present,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,variant_type,SNV,5
abraom_pathogenic_present,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,specificity_bin,"(0,0.001]",2
abraom_pathogenic_present,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,specificity_bin,"(0.001,0.005]",2
abraom_pathogenic_present,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,specificity_bin,"(0.1,0.5]",1
abraom_pathogenic_present,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,af_abraom_bin,1e-3..1e-2,4
abraom_pathogenic_present,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,af_abraom_bin,>1e-2,1
abraom_pathogenic_present,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,label,1,4
abraom_pathogenic_present,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,variant_type,SNV,4
abraom_pathogenic_present,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,specificity_bin,"(0,0.001]",2
abraom_pathogenic_present,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,specificity_bin,"(0.005,0.01]",1
abraom_pathogenic_present,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,specificity_bin,"(0.1,0.5]",1
abraom_pathogenic_present,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,af_abraom_bin,1e-3..1e-2,2
abraom_pathogenic_present,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,af_abraom_bin,>1e-2,2
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,label,1,3
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,label,1,2
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,variant_type,SNV,3
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,variant_type,SNV,2
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,specificity_bin,"(0,0.001]",1
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,specificity_bin,"(0.001,0.005]",2
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,specificity_bin,"(0,0.001]",1
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,specificity_bin,"(0.005,0.01]",1
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,af_abraom_bin,1e-3..1e-2,3
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,af_abraom_bin,1e-3..1e-2,1
abraom_pathogenic_present,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,af_abraom_bin,>1e-2,1
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,label,1,8
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,label,1,28
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,variant_type,SNV,8
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,variant_type,SNV,28
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,specificity_bin,"(0,0.001]",1
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.001,0.005]",2
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.005,0.01]",1
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.01,0.05]",4
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0,0.001]",6
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.001,0.005]",17
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.005,0.01]",5
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,af_abraom_bin,1e-3..1e-2,1
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,af_abraom_bin,>1e-2,7
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,af_abraom_bin,1e-3..1e-2,25
abraom_pathogenic_present,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,af_abraom_bin,>1e-2,3
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,label,1,9
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,label,1,24
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,variant_type,SNV,9
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,variant_type,SNV,24
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0,0.001]",1
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.001,0.005]",2
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.005,0.01]",1
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.01,0.05]",4
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,"(0.1,0.5]",1
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0,0.001]",4
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.001,0.005]",15
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,"(0.005,0.01]",5
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,af_abraom_bin,1e-3..1e-2,1
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,af_abraom_bin,>1e-2,8
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,af_abraom_bin,1e-3..1e-2,21
abraom_pathogenic_present,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,af_abraom_bin,>1e-2,3
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,label,0,26
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,label,0,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,label,1,43
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,variant_type,SNV,26
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,variant_type,INDEL,3
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,variant_type,SNV,41
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,specificity_bin,absent,26
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,specificity_bin,absent,44
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,af_abraom_bin,absent,26
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,af_abraom_bin,absent,44
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,label,0,18
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,label,1,4
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,label,0,5
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,label,1,32
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,variant_type,SNV,22
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,variant_type,INDEL,3
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,variant_type,SNV,34
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,specificity_bin,absent,22
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,specificity_bin,absent,37
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,af_abraom_bin,absent,22
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,af_abraom_bin,absent,37
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,label,0,4
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,label,1,18
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,label,0,16
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,label,1,3
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,variant_type,SNV,22
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,variant_type,SNV,19
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,specificity_bin,absent,22
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,specificity_bin,absent,19
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,af_abraom_bin,absent,22
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,af_abraom_bin,absent,19
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,label,1,207
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,label,0,93
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,label,1,1
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,variant_type,INDEL,24
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,variant_type,SNV,183
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,variant_type,INDEL,6
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,variant_type,SNV,88
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,specificity_bin,absent,207
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,specificity_bin,absent,94
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,af_abraom_bin,absent,207
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,af_abraom_bin,absent,94
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,label,1,249
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,label,0,118
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,variant_type,INDEL,27
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,variant_type,SNV,222
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,variant_type,INDEL,6
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,variant_type,SNV,112
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,specificity_bin,absent,249
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,specificity_bin,absent,118
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,af_abraom_bin,absent,249
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,af_abraom_bin,absent,118
