dataset,contrast,base_model,compare_model,discordance_status,GeneSymbol,n
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,KMT2A,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,AMH,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,CFH,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,MKKS,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,PRNP,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,KCNB1,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,COL6A2,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,SERPIND1,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,UBA5,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,CPLANE1,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,base_only_correct,MAP3K1,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,F8,7
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,PAH,2
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,POLG,2
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,TSC2,2
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,MKKS,2
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,IDS,2
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,WDR37,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,EBF3,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,KMT2A,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,IGHMBP2,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,COL4A1,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,HEXA,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,BLM,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,SRRM2,1
global_nonbr_no_abraom,real_abraom_vs_scrambled,M7_dynamic_scrambled,M4_dynamic_gated,compare_only_correct,PMM2,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,TSC2,4
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,KCNB1,2
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,KMT2A,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,IGHMBP2,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,MYH7,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,POLG,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,PCSK9,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,MKKS,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,COL6A2,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,ALMS1,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,UBA5,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,CTNNA1,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,CPLANE1,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,MAP3K1,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,base_only_correct,ADGRV1,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,F8,7
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,KMT2A,2
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,PAH,2
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,POLG,2
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,BLM,2
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,MKKS,2
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,IDS,2
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,WDR37,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,JMJD1C,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,IGHMBP2,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,HEXA,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,TSC2,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,SRRM2,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,NAGLU,1
global_nonbr_no_abraom,real_abraom_vs_gnomad_only,M2_gnomad_only,M4_dynamic_gated,compare_only_correct,BICRA,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,TSC2,2
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,PCSK9,2
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,F8,2
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,EBF3,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,IGHMBP2,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,PAH,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,COL4A1,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,MYH7,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,POLG,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,PMM2,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,FANCA,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,KCNB1,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,LZTR1,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,ALMS1,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,base_only_correct,UBA5,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,ATP7A,3
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,OCRL,2
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,F8,2
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,JMJD1C,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,KMT2A,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,PAH,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,BLM,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,TSC2,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,AMH,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,CFH,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,PRNP,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,KCNB1,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,SERPIND1,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,BTK,1
global_nonbr_no_abraom,scrambled_vs_gnomad_only,M2_gnomad_only,M7_dynamic_scrambled,compare_only_correct,SLC9A6,1
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,F8,15
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,EYS,10
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,POLG,8
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,PAH,7
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,SCN5A,7
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,PMM2,6
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,KCNB1,6
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,MMUT,6
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,BLM,5
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,ALMS1,5
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,GLB1,5
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,CDKL5,5
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,IGHMBP2,4
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,HEXA,4
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,base_only_correct,MAPT,4
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,KMT2A,8
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,TSC2,6
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,ATP7A,5
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,PCDH15,4
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,MACF1,3
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,ADGRV1,3
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,F8,3
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,SMARCA4,2
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,GLMN,2
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,COL6A2,2
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,CPLANE1,2
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,EYS,2
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,GARS1,2
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,POLA1,2
global_nonbr_no_abraom,m5_v2_vs_scrambled,M7_dynamic_scrambled,M5_v2_calibrated,compare_only_correct,BMP15,2
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,F8,22
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,POLG,10
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,EYS,10
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,PAH,9
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,PMM2,7
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,SCN5A,7
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,BLM,6
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,KCNB1,6
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,ALMS1,6
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,GLB1,6
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,MMUT,6
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,CDKL5,6
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,IGHMBP2,5
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,HEXA,5
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,base_only_correct,TSC2,5
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,TSC2,10
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,KMT2A,9
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,ATP7A,9
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,PCDH15,4
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,ADGRV1,4
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,MACF1,3
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,COL6A2,3
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,CPLANE1,3
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,SLC9A6,3
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,F8,3
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,SMARCA4,2
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,AMH,2
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,GLMN,2
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,KCNB1,2
global_nonbr_no_abraom,m5_v2_vs_m4_real,M4_dynamic_gated,M5_v2_calibrated,compare_only_correct,EYS,2
